Year,State,State Code,County,County Code,Multiple Cause of death,Multiple Cause of death Code,UCD - Drug/Alcohol Induced Cause,UCD - Drug/Alcohol Induced Cause Code,Deaths,Population,Crude Rate
2015,Ohio,39,"Lorain County, OH",39093,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,305147,7.2
2015,Ohio,39,"Lorain County, OH",39093,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,305147,Unreliable
2015,Ohio,39,"Lorain County, OH",39093,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,40,305147,13.1
2015,Ohio,39,"Lucas County, OH",39095,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,60,433689,13.8
2015,Ohio,39,"Lucas County, OH",39095,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,37,433689,8.5
2015,Ohio,39,"Lucas County, OH",39095,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,44,433689,10.1
2015,Ohio,39,"Lucas County, OH",39095,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,37,433689,8.5
2015,Ohio,39,"Mahoning County, OH",39099,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,231900,12.9
2015,Ohio,39,"Mahoning County, OH",39099,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,231900,8.6
2015,Ohio,39,"Mahoning County, OH",39099,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,231900,Unreliable
2015,Ohio,39,"Mahoning County, OH",39099,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,52,231900,22.4
2015,Ohio,39,"Marion County, OH",39101,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,65355,Unreliable
2015,Ohio,39,"Medina County, OH",39103,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,176395,Unreliable
2015,Ohio,39,"Medina County, OH",39103,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,176395,Unreliable
2015,Ohio,39,"Miami County, OH",39109,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,104224,Unreliable
2015,Ohio,39,"Montgomery County, OH",39113,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,97,532258,18.2
2015,Ohio,39,"Montgomery County, OH",39113,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,43,532258,8.1
2015,Ohio,39,"Montgomery County, OH",39113,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,102,532258,19.2
2015,Ohio,39,"Montgomery County, OH",39113,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,230,532258,43.2
2015,Ohio,39,"Montgomery County, OH",39113,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,17,532258,Unreliable
2015,Ohio,39,"Portage County, OH",39133,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,162275,Unreliable
2015,Ohio,39,"Portage County, OH",39133,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,162275,Unreliable
2015,Ohio,39,"Portage County, OH",39133,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,162275,12.9
2015,Ohio,39,"Preble County, OH",39135,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,41329,Unreliable
2015,Ohio,39,"Richland County, OH",39139,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,121707,18.9
2015,Ohio,39,"Ross County, OH",39141,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,77170,25.9
2015,Ohio,39,"Ross County, OH",39141,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,77170,Unreliable
2015,Ohio,39,"Ross County, OH",39141,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,77170,Unreliable
2015,Ohio,39,"Ross County, OH",39141,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,77170,33.7
2015,Ohio,39,"Scioto County, OH",39145,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,76825,Unreliable
2015,Ohio,39,"Scioto County, OH",39145,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,76825,Unreliable
2015,Ohio,39,"Stark County, OH",39151,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,375165,Unreliable
2015,Ohio,39,"Stark County, OH",39151,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,375165,5.9
2015,Ohio,39,"Stark County, OH",39151,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,375165,8.3
2015,Ohio,39,"Stark County, OH",39151,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,375165,5.6
2015,Ohio,39,"Summit County, OH",39153,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,43,541968,7.9
2015,Ohio,39,"Summit County, OH",39153,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,541968,Unreliable
2015,Ohio,39,"Summit County, OH",39153,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,90,541968,16.6
2015,Ohio,39,"Summit County, OH",39153,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,37,541968,6.8
2015,Ohio,39,"Trumbull County, OH",39155,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,49,203751,24
2015,Ohio,39,"Trumbull County, OH",39155,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,203751,9.8
2015,Ohio,39,"Trumbull County, OH",39155,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,203751,14.2
2015,Ohio,39,"Trumbull County, OH",39155,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,44,203751,21.6
2015,Ohio,39,"Warren County, OH",39165,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,224469,Unreliable
2015,Ohio,39,"Warren County, OH",39165,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,224469,Unreliable
2015,Ohio,39,"Warren County, OH",39165,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,37,224469,16.5
2015,Ohio,39,"Wayne County, OH",39169,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,116063,Unreliable
2015,Ohio,39,"Wood County, OH",39173,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,129730,Unreliable
2015,Ohio,39,"Wood County, OH",39173,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,129730,Unreliable
2015,Oklahoma,40,"Carter County, OK",40019,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,48689,Unreliable
2015,Oklahoma,40,"Cleveland County, OK",40027,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,274458,Unreliable
2015,Oklahoma,40,"Cleveland County, OK",40027,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,38,274458,13.8
2015,Oklahoma,40,"Comanche County, OK",40031,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,124648,Unreliable
2015,Oklahoma,40,"Muskogee County, OK",40101,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,69699,Unreliable
2015,Oklahoma,40,"Oklahoma County, OK",40109,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,38,776864,4.9
2015,Oklahoma,40,"Oklahoma County, OK",40109,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,776864,Unreliable
2015,Oklahoma,40,"Oklahoma County, OK",40109,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,100,776864,12.9
2015,Oklahoma,40,"Oklahoma County, OK",40109,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,11,776864,Unreliable
2015,Oklahoma,40,"Tulsa County, OK",40143,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,34,639242,5.3
2015,Oklahoma,40,"Tulsa County, OK",40143,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,639242,Unreliable
2015,Oklahoma,40,"Tulsa County, OK",40143,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,639242,Unreliable
2015,Oklahoma,40,"Tulsa County, OK",40143,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,639242,Unreliable
2015,Oregon,41,"Clackamas County, OR",41005,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,401515,Unreliable
2015,Oregon,41,"Jackson County, OR",41029,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,212567,Unreliable
2015,Oregon,41,"Jackson County, OR",41029,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,10,212567,Unreliable
2015,Oregon,41,"Lane County, OR",41039,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,362895,Unreliable
2015,Oregon,41,"Lane County, OR",41039,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,362895,Unreliable
2015,Oregon,41,"Marion County, OR",41047,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,330700,Unreliable
2015,Oregon,41,"Multnomah County, OR",41051,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,37,790294,4.7
2015,Oregon,41,"Multnomah County, OR",41051,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,790294,Unreliable
2015,Oregon,41,"Multnomah County, OR",41051,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,790294,Unreliable
2015,Oregon,41,"Multnomah County, OR",41051,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,12,790294,Unreliable
2015,Oregon,41,"Washington County, OR",41067,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,574326,Unreliable
2015,Oregon,41,"Washington County, OR",41067,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,574326,Unreliable
2015,Pennsylvania,42,"Allegheny County, PA",42003,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,220,1230459,17.9
2015,Pennsylvania,42,"Allegheny County, PA",42003,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,99,1230459,8
2015,Pennsylvania,42,"Allegheny County, PA",42003,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,1230459,1.9
2015,Pennsylvania,42,"Allegheny County, PA",42003,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,129,1230459,10.5
2015,Pennsylvania,42,"Allegheny County, PA",42003,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,373,1230459,30.3
2015,Pennsylvania,42,"Allegheny County, PA",42003,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,13,1230459,Unreliable
2015,Pennsylvania,42,"Armstrong County, PA",42005,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,67052,Unreliable
2015,Pennsylvania,42,"Beaver County, PA",42007,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,168871,Unreliable
2015,Pennsylvania,42,"Beaver County, PA",42007,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,168871,12.4
2015,Pennsylvania,42,"Berks County, PA",42011,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,415271,Unreliable
2015,Pennsylvania,42,"Berks County, PA",42011,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,415271,4.8
2015,Pennsylvania,42,"Blair County, PA",42013,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,125593,25.5
2015,Pennsylvania,42,"Bucks County, PA",42017,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,627367,Unreliable
2015,Pennsylvania,42,"Bucks County, PA",42017,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,118,627367,18.8
2015,Pennsylvania,42,"Bucks County, PA",42017,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,11,627367,Unreliable
2015,Pennsylvania,42,"Butler County, PA",42019,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,186818,16.1
2015,Pennsylvania,42,"Butler County, PA",42019,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,186818,12.3
2015,Pennsylvania,42,"Butler County, PA",42019,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,186818,Unreliable
2015,Pennsylvania,42,"Cambria County, PA",42021,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,136411,14.7
2015,Pennsylvania,42,"Cambria County, PA",42021,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,136411,Unreliable
2015,Pennsylvania,42,"Cambria County, PA",42021,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,35,136411,25.7
2015,Pennsylvania,42,"Chester County, PA",42029,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,69,515939,13.4
2015,Pennsylvania,42,"Chester County, PA",42029,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,12,515939,Unreliable
2015,Pennsylvania,42,"Columbia County, PA",42037,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,66672,Unreliable
2015,Pennsylvania,42,"Crawford County, PA",42039,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,86484,Unreliable
2015,Pennsylvania,42,"Crawford County, PA",42039,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,86484,Unreliable
2015,Pennsylvania,42,"Cumberland County, PA",42041,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,246338,Unreliable
2015,Pennsylvania,42,"Cumberland County, PA",42041,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,246338,Unreliable
2015,Pennsylvania,42,"Dauphin County, PA",42043,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,272983,Unreliable
2015,Pennsylvania,42,"Dauphin County, PA",42043,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,272983,8.8
2015,Pennsylvania,42,"Delaware County, PA",42045,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,563894,Unreliable
2015,Pennsylvania,42,"Delaware County, PA",42045,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,138,563894,24.5
2015,Pennsylvania,42,"Delaware County, PA",42045,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,14,563894,Unreliable
2015,Pennsylvania,42,"Delaware County, PA",42045,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18,563894,Unreliable
2015,Pennsylvania,42,"Erie County, PA",42049,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,278045,7.6
