"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"UCD - Drug/Alcohol Induced Cause"	"UCD - Drug/Alcohol Induced Cause Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	17	1231527	Unreliable	0.8	2.2	0.3	Unreliable	0.7	2.1	0.3	0.0%
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	16	1231527	Unreliable	0.7	2.1	0.3	Unreliable	0.6	1.8	0.3	0.0%
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	181	1231527	14.7	12.6	16.8	1.1	14.9	12.7	17.1	1.1	0.1%
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	138	1231255	11.2	9.3	13.1	1.0	11.7	9.7	13.7	1.0	0.1%
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	75	1231255	6.1	4.8	7.6	0.7	5.9	4.6	7.4	0.7	0.0%
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	18	1231255	Unreliable	0.9	2.3	0.3	Unreliable	0.8	2.4	0.4	0.0%
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	65	1231255	5.3	4.1	6.7	0.7	5.4	4.1	7.0	0.7	0.0%
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	218	1231255	17.7	15.4	20.1	1.2	18.1	15.7	20.6	1.3	0.1%
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	16	1231255	Unreliable	0.7	2.1	0.3	Unreliable	0.6	1.9	0.3	0.0%
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	220	1230459	17.9	15.5	20.2	1.2	18.2	15.7	20.7	1.3	0.1%
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	99	1230459	8.0	6.5	9.8	0.8	8.2	6.6	10.1	0.9	0.1%
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	23	1230459	1.9	1.2	2.8	0.4	1.8	1.1	2.8	0.4	0.0%
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	129	1230459	10.5	8.7	12.3	0.9	10.4	8.6	12.3	0.9	0.1%
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	373	1230459	30.3	27.2	33.4	1.6	30.6	27.4	33.8	1.6	0.2%
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	13	1230459	Unreliable	0.6	1.8	0.3	Unreliable	0.5	1.7	0.3	0.0%
	"Pennsylvania"	"42"	"Armstrong County, PA"	"42005"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	10	67785	Unreliable	7.1	27.1	4.7	Unreliable	8.6	33.1	5.7	0.0%
	"Pennsylvania"	"42"	"Armstrong County, PA"	"42005"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	16	67052	Unreliable	13.6	38.8	6.0	Unreliable	15.2	44.8	7.1	0.0%
	"Pennsylvania"	"42"	"Beaver County, PA"	"42007"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	10	170115	Unreliable	2.8	10.8	1.9	Unreliable	3.4	13.0	2.3	0.0%
	"Pennsylvania"	"42"	"Beaver County, PA"	"42007"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	24	170115	14.1	9.0	21.0	2.9	15.0	9.5	22.5	3.2	0.0%
	"Pennsylvania"	"42"	"Beaver County, PA"	"42007"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	23	170115	13.5	8.6	20.3	2.8	15.2	9.5	23.0	3.3	0.0%
	"Pennsylvania"	"42"	"Beaver County, PA"	"42007"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	24	169392	14.2	9.1	21.1	2.9	16.5	10.5	24.8	3.4	0.0%
	"Pennsylvania"	"42"	"Beaver County, PA"	"42007"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	11	168871	Unreliable	3.3	11.7	2.0	Unreliable	3.9	13.8	2.3	0.0%
	"Pennsylvania"	"42"	"Beaver County, PA"	"42007"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	21	168871	12.4	7.7	19.0	2.7	13.3	8.2	20.6	3.0	0.0%
	"Pennsylvania"	"42"	"Berks County, PA"	"42011"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	11	413521	Unreliable	1.3	4.8	0.8	Unreliable	1.4	5.2	0.9	0.0%
	"Pennsylvania"	"42"	"Berks County, PA"	"42011"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	19	413521	Unreliable	2.8	7.2	1.1	Unreliable	2.8	7.4	1.1	0.0%
	"Pennsylvania"	"42"	"Berks County, PA"	"42011"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	20	413691	4.8	3.0	7.5	1.1	5.3	3.2	8.2	1.2	0.0%
	"Pennsylvania"	"42"	"Berks County, PA"	"42011"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	10	413691	Unreliable	1.2	4.4	0.8	Unreliable	1.1	4.3	0.8	0.0%
	"Pennsylvania"	"42"	"Berks County, PA"	"42011"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	27	413691	6.5	4.3	9.5	1.3	6.3	4.1	9.2	1.2	0.0%
	"Pennsylvania"	"42"	"Berks County, PA"	"42011"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	11	415271	Unreliable	1.3	4.7	0.8	Unreliable	1.4	5.2	0.9	0.0%
	"Pennsylvania"	"42"	"Berks County, PA"	"42011"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	20	415271	4.8	2.9	7.4	1.1	4.8	2.9	7.6	1.1	0.0%
	"Pennsylvania"	"42"	"Blair County, PA"	"42013"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	14	126314	Unreliable	6.1	18.6	3.0	Unreliable	6.5	21.0	3.3	0.0%
	"Pennsylvania"	"42"	"Blair County, PA"	"42013"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	15	125955	Unreliable	6.7	19.6	3.1	Unreliable	7.1	21.7	3.4	0.0%
	"Pennsylvania"	"42"	"Blair County, PA"	"42013"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	32	125593	25.5	17.4	36.0	4.5	28.0	18.9	40.0	5.1	0.0%
	"Pennsylvania"	"42"	"Bucks County, PA"	"42017"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	21	626976	3.3	2.1	5.1	0.7	4.0	2.4	6.0	0.9	0.0%
	"Pennsylvania"	"42"	"Bucks County, PA"	"42017"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	89	626976	14.2	11.4	17.5	1.5	15.8	12.6	19.5	1.7	0.1%
	"Pennsylvania"	"42"	"Bucks County, PA"	"42017"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	12	626976	Unreliable	1.0	3.3	0.6	Unreliable	0.8	3.0	0.5	0.0%
	"Pennsylvania"	"42"	"Bucks County, PA"	"42017"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	14	626685	Unreliable	1.2	3.7	0.6	Unreliable	1.3	4.1	0.7	0.0%
	"Pennsylvania"	"42"	"Bucks County, PA"	"42017"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	98	626685	15.6	12.7	19.1	1.6	16.8	13.5	20.5	1.7	0.1%
	"Pennsylvania"	"42"	"Bucks County, PA"	"42017"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	18	626685	Unreliable	1.7	4.5	0.7	Unreliable	1.4	4.0	0.6	0.0%
	"Pennsylvania"	"42"	"Bucks County, PA"	"42017"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	12	627367	Unreliable	1.0	3.3	0.6	Unreliable	1.1	3.9	0.6	0.0%
	"Pennsylvania"	"42"	"Bucks County, PA"	"42017"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	118	627367	18.8	15.4	22.2	1.7	21.5	17.6	25.5	2.0	0.1%
	"Pennsylvania"	"42"	"Bucks County, PA"	"42017"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	11	627367	Unreliable	0.9	3.1	0.5	Unreliable	0.6	2.3	0.4	0.0%
	"Pennsylvania"	"42"	"Butler County, PA"	"42019"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	13	185476	Unreliable	3.7	12.0	1.9	Unreliable	4.6	14.6	2.4	0.0%
	"Pennsylvania"	"42"	"Butler County, PA"	"42019"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	13	185476	Unreliable	3.7	12.0	1.9	Unreliable	4.2	13.4	2.2	0.0%
	"Pennsylvania"	"42"	"Butler County, PA"	"42019"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	10	185476	Unreliable	2.6	9.9	1.7	Unreliable	3.0	11.7	2.0	0.0%
	"Pennsylvania"	"42"	"Butler County, PA"	"42019"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	11	185943	Unreliable	3.0	10.6	1.8	Unreliable	3.3	11.7	2.0	0.0%
	"Pennsylvania"	"42"	"Butler County, PA"	"42019"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	12	185943	Unreliable	3.3	11.3	1.9	Unreliable	3.2	11.5	2.0	0.0%
	"Pennsylvania"	"42"	"Butler County, PA"	"42019"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	30	186818	16.1	10.8	22.9	2.9	17.6	11.8	25.3	3.3	0.0%
	"Pennsylvania"	"42"	"Butler County, PA"	"42019"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	23	186818	12.3	7.8	18.5	2.6	14.6	9.1	22.1	3.1	0.0%
	"Pennsylvania"	"42"	"Butler County, PA"	"42019"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	11	186818	Unreliable	2.9	10.5	1.8	Unreliable	3.1	11.8	2.0	0.0%
	"Pennsylvania"	"42"	"Cambria County, PA"	"42021"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	40	140499	28.5	20.3	38.8	4.5	31.4	22.2	43.0	5.1	0.0%
	"Pennsylvania"	"42"	"Cambria County, PA"	"42021"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	28	137732	20.3	13.5	29.4	3.8	20.1	13.1	29.4	4.0	0.0%
	"Pennsylvania"	"42"	"Cambria County, PA"	"42021"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	20	136411	14.7	9.0	22.6	3.3	18.5	11.3	28.6	4.2	0.0%
	"Pennsylvania"	"42"	"Cambria County, PA"	"42021"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	11	136411	Unreliable	4.0	14.4	2.4	Unreliable	4.2	16.0	2.7	0.0%
	"Pennsylvania"	"42"	"Cambria County, PA"	"42021"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	35	136411	25.7	17.9	35.7	4.3	30.5	21.0	42.9	5.3	0.0%
	"Pennsylvania"	"42"	"Carbon County, PA"	"42025"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	15	64786	Unreliable	13.0	38.2	6.0	Unreliable	14.7	45.2	7.1	0.0%
	"Pennsylvania"	"42"	"Carbon County, PA"	"42025"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	13	64441	Unreliable	10.7	34.5	5.6	Unreliable	11.0	37.3	6.1	0.0%
	"Pennsylvania"	"42"	"Chester County, PA"	"42029"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	41	509468	8.0	5.8	10.9	1.3	8.6	6.1	11.8	1.4	0.0%
	"Pennsylvania"	"42"	"Chester County, PA"	"42029"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	61	512784	11.9	9.1	15.3	1.5	12.2	9.3	15.8	1.6	0.0%
	"Pennsylvania"	"42"	"Chester County, PA"	"42029"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	69	515939	13.4	10.4	16.9	1.6	14.0	10.8	17.7	1.7	0.0%
	"Pennsylvania"	"42"	"Chester County, PA"	"42029"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	12	515939	Unreliable	1.2	4.1	0.7	Unreliable	1.0	3.4	0.6	0.0%
	"Pennsylvania"	"42"	"Columbia County, PA"	"42037"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	11	66672	Unreliable	8.2	29.5	5.0	Unreliable	10.4	37.1	6.4	0.0%
	"Pennsylvania"	"42"	"Crawford County, PA"	"42039"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	16	87376	Unreliable	10.5	29.7	4.6	Unreliable	10.7	31.4	5.0	0.0%
	"Pennsylvania"	"42"	"Crawford County, PA"	"42039"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	12	87175	Unreliable	7.1	24.0	4.0	Unreliable	6.9	24.7	4.1	0.0%
	"Pennsylvania"	"42"	"Crawford County, PA"	"42039"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	10	86484	Unreliable	5.5	21.3	3.7	Unreliable	6.4	24.5	4.3	0.0%
	"Pennsylvania"	"42"	"Crawford County, PA"	"42039"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	16	86484	Unreliable	10.6	30.0	4.6	Unreliable	12.1	35.7	5.5	0.0%
	"Pennsylvania"	"42"	"Cumberland County, PA"	"42041"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	16	241212	Unreliable	3.8	10.8	1.7	Unreliable	3.8	10.8	1.7	0.0%
	"Pennsylvania"	"42"	"Cumberland County, PA"	"42041"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	12	243762	Unreliable	2.5	8.6	1.4	Unreliable	2.7	9.3	1.5	0.0%
	"Pennsylvania"	"42"	"Cumberland County, PA"	"42041"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	18	246338	Unreliable	4.3	11.5	1.7	Unreliable	4.7	12.4	1.9	0.0%
	"Pennsylvania"	"42"	"Cumberland County, PA"	"42041"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	17	246338	Unreliable	4.0	11.0	1.7	Unreliable	3.9	10.7	1.6	0.0%
	"Pennsylvania"	"42"	"Dauphin County, PA"	"42043"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	14	270937	Unreliable	2.8	8.7	1.4	Unreliable	2.8	9.0	1.4	0.0%
	"Pennsylvania"	"42"	"Dauphin County, PA"	"42043"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	17	270937	Unreliable	3.7	10.0	1.5	Unreliable	3.3	9.5	1.4	0.0%
	"Pennsylvania"	"42"	"Dauphin County, PA"	"42043"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	14	271453	Unreliable	2.8	8.7	1.4	Unreliable	3.0	9.3	1.5	0.0%
	"Pennsylvania"	"42"	"Dauphin County, PA"	"42043"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	27	271453	9.9	6.6	14.5	1.9	9.7	6.3	14.2	1.9	0.0%
	"Pennsylvania"	"42"	"Dauphin County, PA"	"42043"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	14	272983	Unreliable	2.8	8.6	1.4	Unreliable	2.7	8.2	1.3	0.0%
	"Pennsylvania"	"42"	"Dauphin County, PA"	"42043"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	24	272983	8.8	5.6	13.1	1.8	8.7	5.5	13.2	1.8	0.0%
	"Pennsylvania"	"42"	"Delaware County, PA"	"42045"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	10	561973	Unreliable	0.9	3.3	0.6	Unreliable	1.0	3.7	0.7	0.0%
	"Pennsylvania"	"42"	"Delaware County, PA"	"42045"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	93	561973	16.5	13.4	20.3	1.7	17.6	14.1	21.7	1.9	0.1%
	"Pennsylvania"	"42"	"Delaware County, PA"	"42045"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	12	561973	Unreliable	1.1	3.7	0.6	Unreliable	1.0	3.5	0.6	0.0%
	"Pennsylvania"	"42"	"Delaware County, PA"	"42045"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	24	561973	4.3	2.7	6.4	0.9	4.2	2.7	6.4	0.9	0.0%
	"Pennsylvania"	"42"	"Delaware County, PA"	"42045"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	20	562960	3.6	2.2	5.5	0.8	3.9	2.4	6.0	0.9	0.0%
	"Pennsylvania"	"42"	"Delaware County, PA"	"42045"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	102	562960	18.1	14.6	21.6	1.8	18.2	14.5	21.8	1.8	0.1%
	"Pennsylvania"	"42"	"Delaware County, PA"	"42045"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	18	562960	Unreliable	1.9	5.1	0.8	Unreliable	1.6	4.4	0.7	0.0%
	"Pennsylvania"	"42"	"Delaware County, PA"	"42045"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	13	562960	Unreliable	1.2	3.9	0.6	Unreliable	1.2	4.0	0.7	0.0%
	"Pennsylvania"	"42"	"Delaware County, PA"	"42045"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	16	563894	Unreliable	1.6	4.6	0.7	Unreliable	1.8	5.1	0.8	0.0%
	"Pennsylvania"	"42"	"Delaware County, PA"	"42045"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	138	563894	24.5	20.4	28.6	2.1	25.0	20.8	29.3	2.2	0.1%
	"Pennsylvania"	"42"	"Delaware County, PA"	"42045"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	14	563894	Unreliable	1.4	4.2	0.7	Unreliable	1.2	3.8	0.6	0.0%
	"Pennsylvania"	"42"	"Delaware County, PA"	"42045"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	18	563894	Unreliable	1.9	5.0	0.8	Unreliable	2.0	5.6	0.8	0.0%
	"Pennsylvania"	"42"	"Erie County, PA"	"42049"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	11	280294	Unreliable	2.0	7.0	1.2	Unreliable	2.1	7.5	1.3	0.0%
	"Pennsylvania"	"42"	"Erie County, PA"	"42049"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	40	280294	14.3	10.2	19.4	2.3	16.0	11.4	21.9	2.6	0.0%
	"Pennsylvania"	"42"	"Erie County, PA"	"42049"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	15	278443	Unreliable	3.0	8.9	1.4	Unreliable	3.4	10.0	1.6	0.0%
	"Pennsylvania"	"42"	"Erie County, PA"	"42049"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	43	278443	15.4	11.2	20.8	2.4	16.2	11.6	22.0	2.5	0.0%
	"Pennsylvania"	"42"	"Erie County, PA"	"42049"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	21	278045	7.6	4.7	11.5	1.6	7.9	4.9	12.0	1.7	0.0%
	"Pennsylvania"	"42"	"Erie County, PA"	"42049"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	42	278045	15.1	10.9	20.4	2.3	15.8	11.3	21.5	2.5	0.0%
	"Pennsylvania"	"42"	"Fayette County, PA"	"42051"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	11	134999	Unreliable	4.1	14.6	2.5	Unreliable	4.1	15.7	2.6	0.0%
	"Pennsylvania"	"42"	"Fayette County, PA"	"42051"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified narcotics"	"T40.6"	13	134999	Unreliable	5.1	16.5	2.7	Unreliable	5.7	18.3	3.0	0.0%
	"Pennsylvania"	"42"	"Fayette County, PA"	"42051"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	27	134999	20.0	13.2	29.1	3.8	21.8	14.2	32.0	4.3	0.0%
